Date,Open,High,Low,Close,Adj Close,Volume
2016-08-01,24.086378,27.685493,23.532669,24.739756,24.739756,14623700
2016-09-01,26.328903,28.178295,23.266888,26.467331,26.467331,243851200
2016-10-01,26.373201,27.547066,25.825027,27.181618,27.181618,72020700
2016-11-01,27.203766,29.734219,26.683277,29.656700,29.656700,48793800
2016-12-01,29.651163,31.921373,28.250277,30.437431,30.437431,68579900
2017-01-01,30.498339,34.883720,29.977852,34.878185,34.878185,52478900
2017-02-01,34.784054,36.423035,34.440754,35.155037,35.155037,39008600
2017-03-01,35.155037,36.146179,34.462902,35.481728,35.481728,46379500
2017-04-01,35.431892,37.513844,35.182724,37.159470,37.159470,49327400
2017-05-01,37.342194,38.421928,35.415283,38.421928,38.421928,151768700
2017-06-01,38.482834,38.604652,33.372093,33.837208,33.837208,79087300
2017-07-01,33.848282,35.736435,33.183830,35.586933,35.586933,29906000
2017-08-01,35.736435,41.528240,34.734219,41.489479,41.489479,36077400
2017-09-01,41.517166,43.017719,40.924694,42.751938,42.751938,53418500
2017-10-01,42.768551,46.500553,42.763012,45.830566,45.830566,47950800
2017-11-01,46.135105,46.135105,42.414173,43.322258,43.322258,62385200
2017-12-01,42.967884,46.937984,40.730896,45.005539,45.005539,64246800
2018-01-01,45.143963,51.162792,38.394241,39.700996,39.700996,149014400
2018-02-01,39.440754,41.760796,35.968994,41.135105,41.135105,76719100
2018-03-01,41.018826,44.208195,38.931339,40.537098,40.537098,63527400
2018-04-01,40.586933,42.580288,39.158360,39.739758,39.739758,40756400
2018-05-01,39.568108,45.919159,38.277962,44.662235,44.662235,68254900
2018-06-01,45.686600,50.310078,45.686600,46.832779,46.832779,58087500
2018-07-01,52.430786,53.239204,49.867111,51.229237,51.229237,91459300
2018-08-01,51.229237,53.765228,51.157253,53.250278,53.250278,50960900
2018-09-01,53.194904,54.828350,52.170544,53.776302,53.776302,55403700
2018-10-01,53.809525,54.202660,47.480621,50.049835,50.049835,75495400
2018-11-01,50.326691,59.368771,49.562569,58.405315,58.405315,125935500
2018-12-01,58.881508,59.191582,41.583611,48.869999,48.869999,138913000
2019-01-01,48.230000,49.500000,42.020000,48.590000,48.590000,89169500
2019-02-01,48.980000,57.110001,48.500000,55.820000,55.820000,43875600
2019-03-01,57.680000,61.180000,51.580002,58.689999,58.689999,51032500
2019-04-01,59.779999,67.500000,59.220001,67.410004,67.410004,32193900
2019-05-01,67.900002,70.550003,57.110001,59.549999,59.549999,40724100
2019-06-01,59.400002,59.529999,50.570000,50.799999,50.799999,52587800
2019-07-01,52.209999,59.169998,50.599998,57.740002,57.740002,57999200
2019-08-01,57.939999,59.150002,44.349998,51.529999,51.529999,78141000
2019-09-01,51.029999,55.930000,50.270000,51.860001,51.860001,55026400
2019-10-01,52.130001,54.150002,48.750000,52.889999,52.889999,34647800
2019-11-01,53.180000,56.680000,48.439999,48.490002,48.490002,45660400
2019-12-01,48.349998,52.279999,46.430000,51.389999,51.389999,50124100
2020-01-01,52.060001,52.619999,47.970001,48.770000,48.770000,52567700
2020-02-01,48.790001,53.590000,39.200001,40.459999,40.459999,67657500
2020-03-01,40.720001,43.709999,25.510000,39.549999,39.549999,95217500
2020-04-01,37.750000,43.669998,35.529999,42.689999,42.689999,54078200
2020-05-01,41.590000,50.000000,38.790001,49.639999,49.639999,49404700
2020-06-01,49.240002,52.040001,46.090000,46.900002,46.900002,28719900
2020-06-15,45.799999,47.410000,45.619999,47.060001,47.060001,2156088
